Case,Region,Variable_French,Type,Year,Value,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2020,206.8022,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2021,207.4772,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2022,209.395,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2023,210.7932,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2024,210.8639,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2025,203.5182,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2026,205.4259,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2027,201.0725,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2028,207.8467,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2029,207.9306,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2030,209.3467,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2031,210.2474,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2032,210.6771,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2033,211.157,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2034,211.5534,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2035,211.6449,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2036,211.5083,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2037,210.9617,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2038,210.0992,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2039,209.1467,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2040,208.5682,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2005,15.118,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2006,20.209,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2007,21.963,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2008,15.333,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2009,14.858,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2010,16.993,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2011,15.29,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2012,15.162,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2013,1.505,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2014,1.586,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2015,14.412,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2016,15.522,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2017,0.5439,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2018,0.5439,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2019,0.5439,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2020,0.0131,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2021,0.0131,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2022,0.0131,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2023,0.0131,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2024,0.0131,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2025,0.0131,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2026,0.0131,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2027,0.0131,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2028,0.0131,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2029,0.0131,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2030,0.0131,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2031,0.0131,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2032,0.0131,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2033,0.0131,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2034,0.0131,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2035,0.0131,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2036,0.0131,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2037,0.0131,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2038,0.0131,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2039,0.0131,,
Prix élevés,Manitoba,Pétrole,Combustible Principal,2040,0.0131,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2005,3622.7639,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2006,3622.7884,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2007,3622.7388,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2008,3341.9727,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2009,4200.7483,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2010,2546.0099,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2011,1910.4803,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2012,1629.3006,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2013,1323.3838,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2014,1592.5954,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2015,1032.8158,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2016,823.7263,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2017,12.9258,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2018,13.0135,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2019,10.048,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2020,5.2864,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2021,5.2864,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2022,3.6961,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2023,5.2864,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2024,5.2864,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2025,9.0073,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2026,2.8038,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2027,3.0435,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2028,0.4248,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2029,0.4248,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2030,0.6076,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2031,0.4258,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2032,0.4258,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2033,0.4258,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2034,0.4258,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2035,0.4258,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2036,0.4258,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2037,0.4258,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2038,0.4258,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2039,0.4258,,
Prix élevés,Nouveau-Brunswick,Pétrole,Combustible Principal,2040,0.4258,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2005,1306.2134,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2006,823.0609,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2007,1305.5177,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2008,1139.0628,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2009,1121.594,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2010,1017.2281,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2011,1039.3609,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2012,998.9255,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2013,1085.277,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2014,1472.24,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2015,1563.068,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2016,1804.632,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2017,1011.2384,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2018,893.1549,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2019,869.7163,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2020,8.0345,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2021,8.0316,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2022,7.9635,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2023,7.9426,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2024,7.9311,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2025,7.9711,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2026,8.0059,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2027,8.0726,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2028,7.9449,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2029,8.008,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2030,8.0569,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2031,8.0569,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2032,8.0239,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2033,7.9907,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2034,7.9299,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2035,7.8685,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2036,7.8414,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2037,7.8362,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2038,7.8299,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2039,14.7804,,
Prix élevés,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2040,14.7921,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2005,3995,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2006,3030,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2007,3069,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2008,1582,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2009,1547,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2010,1100,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2011,884,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2012,1389,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2013,1775,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2014,1477,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2015,309,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2016,176,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2017,380.4646,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2018,387.9552,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2019,415.0691,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2020,35.4283,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2021,41.9377,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2022,39.0474,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2023,38.171,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2024,21.457,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2025,17.9406,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2026,17.1022,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2027,16.7381,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2028,16.1511,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2029,5.5381,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2030,5.8162,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2031,5.3058,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2032,5.3119,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2033,5.3504,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2034,5.3329,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2035,6.9518,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2036,6.9039,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2037,6.8707,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2038,6.786,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2039,6.1383,,
Prix élevés,Nouvelle-écosse,Pétrole,Combustible Principal,2040,7.7067,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2005,54.321,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2006,36.558,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2007,40.184,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2008,57.56,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2009,61.1,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2010,57.783,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2011,59.127,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2012,77.159,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2013,78.728,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2014,101.667,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2015,149.865,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2016,81.829,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2017,71.2344,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2018,69.9822,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2019,67.423,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2020,60.5594,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2021,56.7824,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2022,20.7474,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2023,25.3864,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2024,15.0179,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2025,9.3109,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2026,8.8372,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2027,7.7603,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2028,6.2377,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2029,0.6347,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2030,0.2024,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2031,0.0683,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2032,0.0201,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2033,0,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2034,0,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2035,0,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2036,0,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2037,0,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2038,0,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2039,0,,
Prix élevés,Northwest Territories ,Pétrole,Combustible Principal,2040,0,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2005,142,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2006,145,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2007,149,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2008,182,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2009,162,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2010,162,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2011,98,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2012,98,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2013,98,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2014,158,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2015,156,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2016,172.509,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2017,112.8737,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2018,112.6111,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2019,106.2163,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2020,105.9905,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2021,101.2601,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2022,99.0773,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2023,94.3469,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2024,89.7428,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2025,86.1894,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2026,84.209,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2027,80.2806,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2028,76.622,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2029,72.9367,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2030,70.632,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2031,68.8793,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2032,75.6891,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2033,75.2873,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2034,72.8666,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2035,71.2721,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2036,69.5585,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2037,68.544,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2038,66.4263,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2039,64.7516,,
Prix élevés,Nunavut,Pétrole,Combustible Principal,2040,63.244,,
Prix élevés,Ontario,Pétrole,Combustible Principal,2005,309.945,,
Prix élevés,Ontario,Pétrole,Combustible Principal,2006,309.945,,
Prix élevés,Ontario,Pétrole,Combustible Principal,2007,309.945,,
Prix élevés,Ontario,Pétrole,Combustible Principal,2008,182.5594,,
Prix élevés,Ontario,Pétrole,Combustible Principal,2009,215.2448,,
Prix élevés,Ontario,Pétrole,Combustible Principal,2010,73.4706,,
Prix élevés,Ontario,Pétrole,Combustible Principal,2011,45.6696,,
Prix élevés,Ontario,Pétrole,Combustible Principal,2012,65.7796,,
Prix élevés,Ontario,Pétrole,Combustible Principal,2013,45.152,,
